"A","278-A3","","","","","","","","","","","4932","","It is required that separate transaction sets be used for different patients."
"C","278-A3","5","1700","NM1","01","","","","","2","1700","","F","Entity Identifier Code"
"C","278-A3","5","1700","NM1","02","","","","","2","1700","","F","Entity Type Qualifier"
"C","278-A3","5","1700","NM1","03","","","","","2","1700","5449","D","Required when valued on the request. If not required by this implementation guide, do not send."
"C","278-A3","5","1700","NM1","03","","","","","2","1700","","F","Dependent Last Name"
"C","278-A3","5","1700","NM1","04","","","","","2","1700","5449","D","Required when valued on the request. If not required by this implementation guide, do not send."
"C","278-A3","5","1700","NM1","04","","","","","2","1700","","F","Dependent First Name"
"C","278-A3","5","1700","NM1","05","","","","","2","1700","5449","D","Required when valued on the request. If not required by this implementation guide, do not send."
"C","278-A3","5","1700","NM1","05","","","","","2","1700","","F","Dependent Middle Name"
"C","278-A3","5","1700","NM1","07","","","","","2","1700","5449","D","Required when valued on the request. If not required by this implementation guide, do not send."
"C","278-A3","5","1700","NM1","07","","","","","2","1700","","F","Dependent Name Suffix"
"C","278-A3","5","1700","NM1","08","","","","","2","1700","5451","D","Required when the dependent has a unique member ID assigned by the UMO that was not known or provided by the requester at the time of the request. If not required by this implementation guide, do not send."
"C","278-A3","5","1700","NM1","08","","","","","2","1700","","F","Identification Code Qualifier"
"E","278-A3","5","1700","NM1","08","","","66","II","2","1700","5467","","The value ""II"" when used in this data element, shall be defined as ""HIPAA Individual Identifier"" if this identifier has been adopted. Under the Health Insurance Portability and Accountability Act of 1996, the Secretary of Health and Human Services must adopt a standard individual identifier for use in this transaction."
"E","278-A3","5","1700","NM1","08","","","66","MI","2","1700","5181","","The code MI is intended to be the subscriber's identification number as assigned by the payer. Payers use different terminology to convey the same number. Use MI - Member Identification Number to convey the following terms: Insured's ID, Subscriber's ID, Health Insurance Claim Number (HIC), etc."
"C","278-A3","5","1700","NM1","09","","","","","2","1700","5009","B","Dependent Member Number"
"C","278-A3","5","1700","NM1","09","","","","","2","1700","5451","D","Required when the dependent has a unique member ID assigned by the UMO that was not known or provided by the requester at the time of the request. If not required by this implementation guide, do not send."
"C","278-A3","5","1700","NM1","09","","","","","2","1700","","F","Dependent Primary Identifier"
"B","278-A3","5","1800","","","","","","","2","1800","4950","E","REF*SY*123456789~"
"B","278-A3","5","1800","","","","","","","2","1800","5010","A","Dependent Supplemental Identification"
"B","278-A3","5","1800","","","","","","","2","1800","5394","","Required when used by the UMO to identify the Dependent or when REF01 = ""EJ"" (Patient Account Number) is valued on the request. If not required by this implementation guide, do not send."
"C","278-A3","5","1800","REF","01","","","","","2","1800","","F","Reference Identification Qualifier"
"E","278-A3","5","1800","REF","01","","","128","EJ","2","1800","5544","","The maximum number of characters to be supported for this qualifier is `20'. Characters beyond the maximum are not required to be stored nor returned by any receiving system."
"E","278-A3","5","1800","REF","01","","","128","SY","2","1800","5223","","The social security number may not be used for Medicare."
"C","278-A3","5","1800","REF","02","","","","","2","1800","","F","Dependent Supplemental Identifier"
"B","278-A3","5","2000","","","","","","","2","2000","5294","E","N3*PO Box 171021~"
"B","278-A3","5","2000","","","","","","","2","2000","5296","A","Dependent Address"
"B","278-A3","5","2000","","","","","","","2","2000","5450","","Required when used by the UMO to determine the appropriate location or network for service. If not required by this implementation guide, do not send."
"C","278-A3","5","2000","N3","01","","","","","2","2000","5297","","Use this element for the first line of the Dependent address."
"C","278-A3","5","2000","N3","01","","","","","2","2000","","F","Dependent Address Line"
"C","278-A3","5","2000","N3","02","","","","","2","2000","5386","D","Required when a second address lines exists. If not required by this implementation guide, do not send."
"C","278-A3","5","2000","N3","02","","","","","2","2000","","F","Dependent Address Line"
"B","278-A3","5","2100","","","","","","","2","2100","5528","E","N4*KANSAS CITY*MO*64108~"
"B","278-A3","5","2100","","","","","","","2","2100","5547","A","Dependent City, State, ZIP Code"
"B","278-A3","5","2100","","","","","","","2","2100","5548","","Required when used by the UMO to determine the appropriate location or network for service. If not required by this implementation guide, do not send."
"C","278-A3","5","2100","N4","01","","","","","2","2100","","F","Dependent City Name"
"C","278-A3","5","2100","N4","02","","","","","2","2100","5529","D","Required when the address is in the United States of America, including its territories, or Canada. If not required by this implementation guide, do not send."
"C","278-A3","5","2100","N4","02","","","","","2","2100","","F","Dependent State Code"
"C","278-A3","5","2100","N4","03","","","","","2","2100","5530","D","Required when the address is in the United States of America, including its territories, or Canada, or when a postal code exists for the country in N404. If not required by this implementation guide, do not send."
"C","278-A3","5","2100","N4","03","","","","","2","2100","","F","Dependent Postal Zone or ZIP Code"
"C","278-A3","5","2100","N4","04","","","","","2","2100","5531","D","Required when the address is outside the United States of America. If not required by this implementation guide, do not send."
"C","278-A3","5","2100","N4","04","","","","","2","2100","5532","","Use the alpha-2 country codes from Part 1 of ISO 3166."
"C","278-A3","5","2100","N4","04","","","","","2","2100","","F","Country Code"
"C","278-A3","5","2100","N4","07","","","","","2","2100","5533","D","Required when the address is not in the United States of America, including its territories, or Canada, and the country in N404 has administrative subdivisions such as but not limited to states, provinces, cantons, etc. If not required by this implementation guide, do not send."
"C","278-A3","5","2100","N4","07","","","","","2","2100","5534","","Use the country subdivision codes from Part 2 of ISO 3166."
"C","278-A3","5","2100","N4","07","","","","","2","2100","","F","Country Subdivision Code"
"B","278-A3","5","2300","","","","","","","2","2300","4966","E","AAA*N**67*N~"
"B","278-A3","5","2300","","","","","","","2","2300","5011","A","Dependent Request Validation"
"B","278-A3","5","2300","","","","","","","2","2300","5379","","Required when the request is not valid at this level. If not required by this implementation guide, do not send."
"C","278-A3","5","2300","AAA","01","","","","","2","2300","5012","B","Valid Request Indicator"
"C","278-A3","5","2300","AAA","01","","","","","2","2300","","F","Valid Request Indicator"
"C","278-A3","5","2300","AAA","03","","","","","2","2300","","F","Reject Reason Code"
"E","278-A3","5","2300","AAA","03","","","901","15","2","2300","5117","","Use this code to indicate missing dependent relationship information."
"E","278-A3","5","2300","AAA","03","","","901","33","2","2300","5118","","Use this code to indicate invalid dependent relationship information."
"C","278-A3","5","2300","AAA","04","","","","","2","2300","","F","Follow-up Action Code"
"B","278-A3","5","2500","","","","","","","2","2500","4951","E","DMG*D8*19580322*M~"
"B","278-A3","5","2500","","","","","","","2","2500","5013","A","Dependent Demographic Information"
"B","278-A3","5","2500","","","","","","","2","2500","5387","","Required when used by the UMO to determine medical necessity. If not required by this implementation guide, do not send."
"C","278-A3","5","2500","DMG","01","","","","","2","2500","","F","Date Time Period Format Qualifier"
"C","278-A3","5","2500","DMG","02","","","","","2","2500","4969","B","Dependent Birth Date"
"C","278-A3","5","2500","DMG","02","","","","","2","2500","","F","Dependent Birth Date"
"C","278-A3","5","2500","DMG","03","","","","","2","2500","5388","D","Required when used by the UMO to render a medical decision. If not required by this implementation guide, do not send."
