"A","278-A1","","","","","","","","","","","4256","","It is required that separate transaction sets be used for different patients."
"C","278-A1","5","1700","NM1","03","","","","","2","1700","4477","D","Required when name information is needed by the UMO to identify the Dependent. If not required by this implementation guide, do not send."
"C","278-A1","5","1700","NM1","03","","","","","2","1700","","F","Dependent Last Name"
"C","278-A1","5","1700","NM1","04","","","","","2","1700","4477","D","Required when name information is needed by the UMO to identify the Dependent. If not required by this implementation guide, do not send."
"C","278-A1","5","1700","NM1","04","","","","","2","1700","","F","Dependent First Name"
"C","278-A1","5","1700","NM1","05","","","","","2","1700","4705","D","Required when name information is needed by the UMO to identify the Dependent and the middle name/initial of the dependent is known. If not required by this implementation guide, do not send."
"C","278-A1","5","1700","NM1","05","","","","","2","1700","","F","Dependent Middle Name"
"C","278-A1","5","1700","NM1","07","","","","","2","1700","4706","D","Required when name information is needed to identify the Dependent and the suffix of an individual's name; e.g. Sr., Jr., or III of the dependent is known. If not required by this implementation guide, do not send."
"C","278-A1","5","1700","NM1","07","","","","","2","1700","","F","Dependent Name Suffix"
"B","278-A1","5","1800","","","","","","","2","1800","4271","E","REF*SY*123456789~"
"B","278-A1","5","1800","","","","","","","2","1800","4318","A","Dependent Supplemental Identification"
"B","278-A1","5","1800","","","","","","","2","1800","4417","","Use the Subscriber Supplemental Identifier (REF) segment in Loop 2010C for supplemental identifiers related to the subscriber's policy or group number."
"B","278-A1","5","1800","","","","","","","2","1800","4475","","If the requester values this segment with the Patient Account Number (REF01 = ""EJ"") on the request, the UMO is required to return the same value in this segment on the response."
"B","278-A1","5","1800","","","","","","","2","1800","4707","","Required when needed to provide a supplemental identifier for the dependent. If not required by this implementation guide, do not send."
"C","278-A1","5","1800","REF","01","","","","","2","1800","","F","Reference Identification Qualifier"
"E","278-A1","5","1800","REF","01","","","128","EJ","2","1800","4900","","The maximum number of characters to be supported for this qualifier is `20'. Characters beyond the maximum are not required to be stored nor returned by any receiving system."
"E","278-A1","5","1800","REF","01","","","128","SY","2","1800","4415","","The social security number may not be used for Medicare."
"C","278-A1","5","1800","REF","02","","","","","2","1800","","F","Dependent Supplemental Identifier"
"B","278-A1","5","2000","","","","","","","2","2000","4571","E","N3*PO Box 171021~"
"B","278-A1","5","2000","","","","","","","2","2000","4577","A","Dependent Address"
"B","278-A1","5","2000","","","","","","","2","2000","4708","","Required when the current address of the patient is used to determine the appropriate location or network of service. If not required by this implementation guide, do not send."
"C","278-A1","5","2000","N3","01","","","","","2","2000","4578","","Use this element for the first line of the Dependent address."
"C","278-A1","5","2000","N3","01","","","","","2","2000","","F","Dependent Address Line"
"C","278-A1","5","2000","N3","02","","","","","2","2000","4691","D","Required when a second address line exists. If not required by this implementation guide, do not send."
"C","278-A1","5","2000","N3","02","","","","","2","2000","","F","Dependent Address Line"
"B","278-A1","5","2100","","","","","","","2","2100","4872","E","N4*KANSAS CITY*MO*64108~"
"B","278-A1","5","2100","","","","","","","2","2100","4905","A","Dependent City, State, ZIP Code"
"B","278-A1","5","2100","","","","","","","2","2100","4906","","Required when the current address of the patient is used to determine the appropriate location or network of service. If not required by this implementation guide, do not send."
"C","278-A1","5","2100","N4","01","","","","","2","2100","","F","Dependent City Name"
"C","278-A1","5","2100","N4","02","","","","","2","2100","4873","D","Required when the address is in the United States of America, including its territories, or Canada. If not required by this implementation guide, do not send."
"C","278-A1","5","2100","N4","02","","","","","2","2100","","F","Dependent State Code"
"C","278-A1","5","2100","N4","03","","","","","2","2100","4874","D","Required when the address is in the United States of America, including its territories, or Canada, or when a postal code exists for the country in N404. If not required by this implementation guide, do not send."
"C","278-A1","5","2100","N4","03","","","","","2","2100","","F","Dependent Postal Zone or ZIP Code"
"C","278-A1","5","2100","N4","04","","","","","2","2100","4875","D","Required when the address is outside the United States of America. If not required by this implementation guide, do not send."
"C","278-A1","5","2100","N4","04","","","","","2","2100","4876","","Use the alpha-2 country codes from Part 1 of ISO 3166."
"C","278-A1","5","2100","N4","04","","","","","2","2100","","F","Country Code"
"C","278-A1","5","2100","N4","07","","","","","2","2100","4877","D","Required when the address is not in the United States of America, including its territories, or Canada, and the country in N404 has administrative subdivisions such as but not limited to states, provinces, cantons, etc. If not required by this implementation guide, do not send."
"C","278-A1","5","2100","N4","07","","","","","2","2100","4878","","Use the country subdivision codes from Part 2 of ISO 3166."
"C","278-A1","5","2100","N4","07","","","","","2","2100","","F","Country Subdivision Code"
"B","278-A1","5","2500","","","","","","","2","2500","4272","E","DMG*D8*19580322*M~"
"B","278-A1","5","2500","","","","","","","2","2500","4319","A","Dependent Demographic Information"
"B","278-A1","5","2500","","","","","","","2","2500","4700","","Required when birth date is needed to identify the patient or when gender information is required to determine medical necessity. If not required by this implementation guide, do not send."
"B","278-A1","5","2500","","","","","","","2","2500","4701","","Refer to Section 1.12.2 Identifying the Patient for specific information on how to identify an individual to a UMO."
"C","278-A1","5","2500","DMG","01","","","","","2","2500","","F","Date Time Period Format Qualifier"
"C","278-A1","5","2500","DMG","02","","","","","2","2500","4287","B","Dependent Birth Date"
"C","278-A1","5","2500","DMG","02","","","","","2","2500","","F","Dependent Birth Date"
"C","278-A1","5","2500","DMG","03","","","","","2","2500","4789","D","Required when gender code (DMG03) is needed to determine medical necessity. If not required by this implementation guide, do not send."
"C","278-A1","5","2500","DMG","03","","","","","2","2500","","F","Dependent Gender Code"
"B","278-A1","5","2600","","","","","","","2","2600","4273","E","INS*N*19~"
"B","278-A1","5","2600","","","","","","","2","2600","4320","A","Dependent Relationship"
"B","278-A1","5","2600","","","","","","","2","2600","4709","","Required when patient relationship to insured or birth sequence is needed by the UMO to determine the appropriate benefit/level of care. If not required by this implementation guide, do not send."
"B","278-A1","5","2600","","","","","","","2","2600","4710","","This segment may be used to further identify the patient. Examples include identifying a patient in a multiple birth or differentiating dependents with the same name."
"C","278-A1","5","2600","INS","01","","","","","2","2600","4321","B","Insured Indicator"
"C","278-A1","5","2600","INS","01","","","","","2","2600","","F","Insured Indicator"
"C","278-A1","5","2600","INS","02","","","","","2","2600","4381","B","Relationship to Insured Code"
"C","278-A1","5","2600","INS","02","","","","","2","2600","","F","Individual Relationship Code"
"C","278-A1","5","2600","INS","17","","","","","2","2600","4711","D","Required when the dependent is a child from a multiple birth. If not required, do not send."
