"A","278-B1","","","","","","","","","","","3091","","It is required that separate transaction sets be used for different patients."
"C","278-B1","7","0810","SV1","11","","","","","2","0810","","F","EPSDT Indicator"
"C","278-B1","7","0810","SV1","20","","","","","2","0810","3643","D","Required when needed to further clarify the level of care in which a patient resides. If not required by this implementation guide, do not send."
"C","278-B1","7","0810","SV1","20","","","","","2","0810","","F","Nursing Home Level of Care"
"B","278-B1","7","0820","","","","","","","2","0820","3580","A","Institutional Service Line"
"B","278-B1","7","0820","","","","","","","2","0820","3581","E","SV2*300*HC:80019*73.42*UN*1~"
"B","278-B1","7","0820","","","","","","","2","0820","3582","E","SV2*120**1500*DA*5*300~"
"B","278-B1","7","0820","","","","","","","2","0820","3583","","Required when identifying a specific Institutional Service, or a specific Revenue Code for the Institutional Service. If not required by this implementation guide, do not send."
"C","278-B1","7","0820","SV2","01","","","","","2","0820","3584","D","Required when the service review decision was determined using a revenue code. If not required by this implementation guide, do not send."
"C","278-B1","7","0820","SV2","01","","","","","2","0820","3585","","See Code Source 132: National Uniform Billing Committee (NUBC) Codes."
"C","278-B1","7","0820","SV2","01","","","","","2","0820","","F","Service Line Revenue Code"
"C","278-B1","7","0820","SV2","02","","","","","2","0820","3586","D","Required when identifying a specific procedure code. If not required by this implementation guide, do not send."
"D","278-B1","7","0820","SV2","02","C003","01","","","2","0820","","F","Product or Service ID Qualifier"
"E","278-B1","7","0820","SV2","02","C003","01","235","HC","2","0820","3269","","Because the AMA's CPT codes are also level 1 HCPCS codes, they are reported under HC."
"E","278-B1","7","0820","SV2","02","C003","01","235","IV","2","0820","3747","","This code set is not allowed for use under HIPAA at the time of this writing. Use only in non-HIPAA implementations."
"E","278-B1","7","0820","SV2","02","C003","01","235","WK","2","0820","3748","","This code set is not allowed for use under HIPAA at the time of this writing. The qualifier can only be used:
If a new rule names the Complimentary, Alternative, or Holistic Procedure Codes as an allowable code set under HIPAA, 
OR
The Secretary grants an exception to use the code set as a pilot project as allowed under the law, 
OR
For service reviews which are not covered under HIPAA."
"E","278-B1","7","0820","SV2","02","C003","01","235","ZZ","2","0820","3769","","Use this code when reporting ICD-10-PCS. This code can only be used if mandated by HIPAA or for services not covered under HIPAA.<R>CODE SOURCE 896: International Classification of Diseases, 10th Revision, Procedure Coding System"
"D","278-B1","7","0820","SV2","02","C003","02","","","2","0820","","F","Procedure Code"
"D","278-B1","7","0820","SV2","02","C003","03","","","2","0820","3638","D","Required when the information source needs to convey additional clarification to miscellaneous, unspecified, or non descriptive procedures or modifiers. If not required by this implementation guide, do not send."
"D","278-B1","7","0820","SV2","02","C003","03","","","2","0820","3639","","Use this data element for the first procedure code modifier."
"D","278-B1","7","0820","SV2","02","C003","03","","","2","0820","","F","Procedure Modifier"
"D","278-B1","7","0820","SV2","02","C003","04","","","2","0820","3638","D","Required when the information source needs to convey additional clarification to miscellaneous, unspecified, or non descriptive procedures or modifiers. If not required by this implementation guide, do not send."
"D","278-B1","7","0820","SV2","02","C003","04","","","2","0820","3640","","Use this data element for the second procedure code modifier."
"D","278-B1","7","0820","SV2","02","C003","04","","","2","0820","","F","Procedure Modifier"
"D","278-B1","7","0820","SV2","02","C003","05","","","2","0820","3638","D","Required when the information source needs to convey additional clarification to miscellaneous, unspecified, or non descriptive procedures or modifiers. If not required by this implementation guide, do not send."
"D","278-B1","7","0820","SV2","02","C003","05","","","2","0820","3641","","Use this data element for the third procedure code modifier."
"D","278-B1","7","0820","SV2","02","C003","05","","","2","0820","","F","Procedure Modifier"
"D","278-B1","7","0820","SV2","02","C003","06","","","2","0820","3638","D","Required when the information source needs to convey additional clarification to miscellaneous, unspecified, or non descriptive procedures or modifiers. If not required by this implementation guide, do not send."
"D","278-B1","7","0820","SV2","02","C003","06","","","2","0820","3642","","Use this data element for the fourth procedure code modifier."
"D","278-B1","7","0820","SV2","02","C003","06","","","2","0820","","F","Procedure Modifier"
"D","278-B1","7","0820","SV2","02","C003","07","","","2","0820","3638","D","Required when the information source needs to convey additional clarification to miscellaneous, unspecified, or non descriptive procedures or modifiers. If not required by this implementation guide, do not send."
"D","278-B1","7","0820","SV2","02","C003","07","","","2","0820","","F","Procedure Code Description"
"D","278-B1","7","0820","SV2","02","C003","08","","","2","0820","3676","D","Required when the information source has not determined the intensity or complexity of the service to be performed and therefore identifies a range of procedures. If not required by this implementation guide, do not send."
"D","278-B1","7","0820","SV2","02","C003","08","","","2","0820","3677","","Use SV202-2 to represent the beginning value in the procedure range and this data element to represent the ending value in a range of codes."
"D","278-B1","7","0820","SV2","02","C003","08","","","2","0820","","F","Product or Service ID"
"C","278-B1","7","0820","SV2","03","","","","","2","0820","3570","D","Required when the Notification or Information Copy had monetary limitations for the service. If not required by this implementation guide, do not send."
"C","278-B1","7","0820","SV2","03","","","","","2","0820","","F","Service Line Amount"
"C","278-B1","7","0820","SV2","04","","","","","2","0820","3571","D","Required when service units were not provided in the HSD segment and a specific number of services are being identified for this procedure. If not required by this implementation guide, do not send."
"C","278-B1","7","0820","SV2","04","","","","","2","0820","","F","Unit or Basis for Measurement Code"
"E","278-B1","7","0820","SV2","04","","","355","F2","2","0820","3572","","International Unit is used to indicate dosage amount. Dosage amount is only used for drug claims when the dosage of the drug is variable within a single NDC number (e.g., blood factors)."
"C","278-B1","7","0820","SV2","05","","","","","2","0820","3571","D","Required when service units were not provided in the HSD segment and a specific number of services are being identified for this procedure. If not required by this implementation guide, do not send."
"C","278-B1","7","0820","SV2","05","","","","","2","0820","","F","Service Unit Count"
"C","278-B1","7","0820","SV2","06","","","","","2","0820","3587","D","Required when SV201 is used and the Notification or Information Copy had monetary limitations on the accommodation rate. If not required by this implementation guide, do not send."
"C","278-B1","7","0820","SV2","06","","","","","2","0820","","F","Service Line Rate"
"C","278-B1","7","0820","SV2","09","","","","","2","0820","3678","D","Required when identifying services for Long Term Care. If not required by this implementation guide, do not send."
"C","278-B1","7","0820","SV2","09","","","","","2","0820","","F","Nursing Home Residential Status Code"
"C","278-B1","7","0820","SV2","10","","","","","2","0820","3679","D","Required when needed to further clarify the level of care being identified for admissions to a nursing facility, or for identification for a non-nursing facility and the level of care in which the patient resides is needed. If not required by this implementation guide, do not send."
"C","278-B1","7","0820","SV2","10","","","","","2","0820","","F","Nursing Home Level of Care"
"B","278-B1","7","0830","","","","","","","2","0830","3588","A","Dental Service"
"B","278-B1","7","0830","","","","","","","2","0830","3589","E","SV3*AD:D2150*80****1~"
"B","278-B1","7","0830","","","","","","","2","0830","3590","","Required when identifying a specific Dental Service. If not required by this implementation guide, do not send."
"D","278-B1","7","0830","SV3","01","C003","01","","","2","0830","","F","Product or Service ID Qualifier"
"D","278-B1","7","0830","SV3","01","C003","02","","","2","0830","","F","Procedure Code"
"D","278-B1","7","0830","SV3","01","C003","03","","","2","0830","3591","","A modifier must be from code source 135 (American Dental Association) found in the `Code on Dental Procedures and Nomenclature', if such modifier is available."
"D","278-B1","7","0830","SV3","01","C003","03","","","2","0830","3638","D","Required when the information source needs to convey additional clarification to miscellaneous, unspecified, or non descriptive procedures or modifiers. If not required by this implementation guide, do not send."
"D","278-B1","7","0830","SV3","01","C003","03","","","2","0830","3639","","Use this data element for the first procedure code modifier."
"D","278-B1","7","0830","SV3","01","C003","03","","","2","0830","","F","Procedure Modifier"
"D","278-B1","7","0830","SV3","01","C003","04","","","2","0830","3591","","A modifier must be from code source 135 (American Dental Association) found in the `Code on Dental Procedures and Nomenclature', if such modifier is available."
"D","278-B1","7","0830","SV3","01","C003","04","","","2","0830","3638","D","Required when the information source needs to convey additional clarification to miscellaneous, unspecified, or non descriptive procedures or modifiers. If not required by this implementation guide, do not send."
"D","278-B1","7","0830","SV3","01","C003","04","","","2","0830","3640","","Use this data element for the second procedure code modifier."
"D","278-B1","7","0830","SV3","01","C003","04","","","2","0830","","F","Procedure Modifier"
"D","278-B1","7","0830","SV3","01","C003","05","","","2","0830","3591","","A modifier must be from code source 135 (American Dental Association) found in the `Code on Dental Procedures and Nomenclature', if such modifier is available."
"D","278-B1","7","0830","SV3","01","C003","05","","","2","0830","3638","D","Required when the information source needs to convey additional clarification to miscellaneous, unspecified, or non descriptive procedures or modifiers. If not required by this implementation guide, do not send."
"D","278-B1","7","0830","SV3","01","C003","05","","","2","0830","3641","","Use this data element for the third procedure code modifier."
"D","278-B1","7","0830","SV3","01","C003","05","","","2","0830","","F","Procedure Modifier"
"D","278-B1","7","0830","SV3","01","C003","06","","","2","0830","3591","","A modifier must be from code source 135 (American Dental Association) found in the `Code on Dental Procedures and Nomenclature', if such modifier is available."
"D","278-B1","7","0830","SV3","01","C003","06","","","2","0830","3638","D","Required when the information source needs to convey additional clarification to miscellaneous, unspecified, or non descriptive procedures or modifiers. If not required by this implementation guide, do not send."
"D","278-B1","7","0830","SV3","01","C003","06","","","2","0830","3642","","Use this data element for the fourth procedure code modifier."
"D","278-B1","7","0830","SV3","01","C003","06","","","2","0830","","F","Procedure Modifier"
"D","278-B1","7","0830","SV3","01","C003","07","","","2","0830","3680","D","Required when the service information is for a ""Not Otherwise Classified"" (NOC) or ""By Report"" procedure code or to report the following information on this service line: Date of Initial Impression, Date of Initial Preparation Crown, Initial Preparation Crown Tooth Number, or InitialEndodontic Treatment. If not required by this implementation guide, do not send."
"D","278-B1","7","0830","SV3","01","C003","07","","","2","0830","","F","Procedure Code Description"
"D","278-B1","7","0830","SV3","01","C003","08","","","2","0830","3681","D","Required when the information source has not determined the intensity or complexity of the service to be performed and therefore indicates a range of procedures. If not required by this implementation guide, do not send."
"D","278-B1","7","0830","SV3","01","C003","08","","","2","0830","3682","","Use SV301-2 to represent the beginning value in the procedure range and this data element to represent the ending value in a range of codes."
"D","278-B1","7","0830","SV3","01","C003","08","","","2","0830","","F","Product or Service ID"
"C","278-B1","7","0830","SV3","02","","","","","2","0830","3570","D","Required when the Notification or Information Copy had monetary limitations for the service. If not required by this implementation guide, do not send."
"C","278-B1","7","0830","SV3","02","","","","","2","0830","","F","Service Line Amount"
"C","278-B1","7","0830","SV3","04","","","","","2","0830","3569","D","Required when necessary to report areas of the mouth that are being treated. If not required by this implementation guide, do not send."
"D","278-B1","7","0830","SV3","04","C006","01","","","2","0830","","F","Oral Cavity Designation Code"
"D","278-B1","7","0830","SV3","04","C006","02","","","2","0830","3592","","Use this code for the additional oral cavity designation codes. The code values in SV304-1 apply to all occurrences of the oral cavity designation code."
"D","278-B1","7","0830","SV3","04","C006","02","","","2","0830","3644","D","Required when needed to identify additional oral cavity designation codes. If not required by this implementation guide, do not send."
"D","278-B1","7","0830","SV3","04","C006","02","","","2","0830","","F","Oral Cavity Designation Code"
"D","278-B1","7","0830","SV3","04","C006","03","","","2","0830","3592","","Use this code for the additional oral cavity designation codes. The code values in SV304-1 apply to all occurrences of the oral cavity designation code."
"D","278-B1","7","0830","SV3","04","C006","03","","","2","0830","3644","D","Required when needed to identify additional oral cavity designation codes. If not required by this implementation guide, do not send."
"D","278-B1","7","0830","SV3","04","C006","03","","","2","0830","","F","Oral Cavity Designation Code"
"D","278-B1","7","0830","SV3","04","C006","04","","","2","0830","3592","","Use this code for the additional oral cavity designation codes. The code values in SV304-1 apply to all occurrences of the oral cavity designation code."
"D","278-B1","7","0830","SV3","04","C006","04","","","2","0830","3644","D","Required when needed to identify additional oral cavity designation codes. If not required by this implementation guide, do not send."
"D","278-B1","7","0830","SV3","04","C006","04","","","2","0830","","F","Oral Cavity Designation Code"
"D","278-B1","7","0830","SV3","04","C006","05","","","2","0830","3592","","Use this code for the additional oral cavity designation codes. The code values in SV304-1 apply to all occurrences of the oral cavity designation code."
"D","278-B1","7","0830","SV3","04","C006","05","","","2","0830","3644","D","Required when needed to identify additional oral cavity designation codes. If not required by this implementation guide, do not send."
"D","278-B1","7","0830","SV3","04","C006","05","","","2","0830","","F","Oral Cavity Designation Code"
"C","278-B1","7","0830","SV3","05","","","","","2","0830","3645","D","Required when needed to indicate the placement status of the prosthetic. If not required by this implementation guide, do not send."
"C","278-B1","7","0830","SV3","05","","","","","2","0830","","F","Prosthesis, Crown, or Inlay Code"
"C","278-B1","7","0830","SV3","06","","","","","2","0830","3593","","Number of procedures."
"C","278-B1","7","0830","SV3","06","","","","","2","0830","","F","Service Unit Count"
"C","278-B1","7","0830","SV3","07","","","","","2","0830","3646","D","Required when necessary to describe to the reason for replacement. If not required by this implementation guide, do not send."
"C","278-B1","7","0830","SV3","07","","","","","2","0830","","F","Description"
"B","278-B1","7","0840","","","","","","","2","0840","3594","A","Tooth Information"
"B","278-B1","7","0840","","","","","","","2","0840","3595","E","TOO*JP*12*L:O~"
"B","278-B1","7","0840","","","","","","","2","0840","3596","","Required when SV3 is valued and it is necessary to report tooth number and/or tooth surface. If not required by this implementation guide, do not send."
"C","278-B1","7","0840","TOO","01","","","","","2","0840","","F","Code List Qualifier Code"
"C","278-B1","7","0840","TOO","02","","","","","2","0840","","F","Tooth Code"
"C","278-B1","7","0840","TOO","03","","","","","2","0840","3597","D","Required when reporting tooth surface as defined by the procedure code. If not required by this implementation guide, do not send."
"D","278-B1","7","0840","TOO","03","C005","01","","","2","0840","","F","Tooth Surface Code"
"D","278-B1","7","0840","TOO","03","C005","02","","","2","0840","3598","D","Required when necessary to report a second tooth surface. If not required by this implementation guide, do not send."
"D","278-B1","7","0840","TOO","03","C005","02","","","2","0840","3684","","Use code values from TOO03-1."
"D","278-B1","7","0840","TOO","03","C005","02","","","2","0840","","F","Tooth Surface Code"
"D","278-B1","7","0840","TOO","03","C005","03","","","2","0840","3599","D","Required when necessary to report a third tooth surface. If not required by this implementation guide, do not send."
"D","278-B1","7","0840","TOO","03","C005","03","","","2","0840","3684","","Use code values from TOO03-1."
"D","278-B1","7","0840","TOO","03","C005","03","","","2","0840","","F","Tooth Surface Code"
"D","278-B1","7","0840","TOO","03","C005","04","","","2","0840","3600","D","Required when necessary to report a fourth tooth surface. If not required by this implementation guide, do not send."
"D","278-B1","7","0840","TOO","03","C005","04","","","2","0840","3684","","Use code values from TOO03-1."
"D","278-B1","7","0840","TOO","03","C005","04","","","2","0840","","F","Tooth Surface Code"
"D","278-B1","7","0840","TOO","03","C005","05","","","2","0840","3601","D","Required when necessary to report a fifth tooth surface. If not required by this implementation guide, do not send."
"D","278-B1","7","0840","TOO","03","C005","05","","","2","0840","3684","","Use code values from TOO03-1."
"D","278-B1","7","0840","TOO","03","C005","05","","","2","0840","","F","Tooth Surface Code"
"B","278-B1","7","0900","","","","","","","2","0900","3287","E","HSD*VS*1*DA*1*7*10~ (This indicates ""1 visit every (per) 1 day (daily) for 10 days"".)"
"B","278-B1","7","0900","","","","","","","2","0900","3288","E","HSD*VS*1*DA****W~ (This indicates ""1 visit per day whenever necessary"".)"
"B","278-B1","7","0900","","","","","","","2","0900","3478","","An explanation of the uses of this segment follows.<R>
HSD01 qualifies HSD02: If the value in HSD02=1 and the value in HSD01=VS (Visits), this means ""one visit"".
Between HSD02 and HSD03 verbally insert a ""per every"".
HSD03 qualifies HSD04: If the value in HSD04=3 and the value in HSD03=DA (Day), this means ""three days"". Between HSD04 and HSD05 verbally insert a ""for"". HSD05 qualifies HSD06: If the value in HSD06=21 and the value in HSD05=7 (Days), this means ""21 days"".
The total message reads:
HSD*VS*1*DA*3*7*21~ = ""One visit per every three days for 21 days"".<R>
Another similar data string of HSD*VS*2*DA*4*7*20~ = ""Two visits per every four days for 20 days"".<R>
An alternate way to use HSD is to employ HSD07 and/or HSD08. A data string of HSD*VS*1*****SX*D~ means ""1 visit on Wednesday and Thursday morning""."
"B","278-B1","7","0900","","","","","","","2","0900","3602","","Required when identifying services that have a specific pattern of delivery and the pattern of delivery or usage for this service is different from the pattern of delivery or usage (HSD) in the Patient Event (Loop 2000E). If not required by this implementation guide, do not send."
"B","278-B1","7","0900","","","","","","","2","0900","","A","Health Care Services Delivery"
"C","278-B1","7","0900","HSD","01","","","","","2","0900","3603","D","Required when needed to indicate the type of service count quantified in HSD02. If not required by this implementation guide, do not send."
"C","278-B1","7","0900","HSD","01","","","","","2","0900","","F","Quantity Qualifier"
"C","278-B1","7","0900","HSD","02","","","","","2","0900","3155","B","Service Quantity"
"C","278-B1","7","0900","HSD","02","","","","","2","0900","3647","D","Required when HSD01 is valued to indicate the service quantity. If not required by this implementation guide, do not send."
"C","278-B1","7","0900","HSD","02","","","","","2","0900","","F","Service Unit Count"
"C","278-B1","7","0900","HSD","03","","","","","2","0900","3648","D","Required when needed to indicate the timeframe in which the quantity of services in HSD02 will be rendered. If not required by this implementation guide, do not send."
"C","278-B1","7","0900","HSD","03","","","","","2","0900","3649","","If HSD02 is not valued, do not use."
"C","278-B1","7","0900","HSD","03","","","","","2","0900","","F","Unit or Basis for Measurement Code"
"C","278-B1","7","0900","HSD","04","","","","","2","0900","3745","D","Required when needed to indicate sampling frequency for this service. If not required by this implementation guide, do not send."
"C","278-B1","7","0900","HSD","04","","","","","2","0900","","F","Sample Selection Modulus"
"C","278-B1","7","0900","HSD","05","","","","","2","0900","3604","D","Required when HSD06 is valued to qualify the time period in which the quantity of services (HSD02) will be continued. If not required by this implementation guide, do not send."
"C","278-B1","7","0900","HSD","05","","","","","2","0900","","F","Time Period Qualifier"
"C","278-B1","7","0900","HSD","06","","","","","2","0900","3605","D","Required when needed to indicate the number of time periods in HSD05 that are requested. If not required by this implementation guide, do not send."
"C","278-B1","7","0900","HSD","06","","","","","2","0900","","F","Period Count"
"C","278-B1","7","0900","HSD","07","","","","","2","0900","3154","D","Required when needed to indicate the calendar delivery pattern for the services. If not required by this implementation guide, do not send."
"C","278-B1","7","0900","HSD","07","","","","","2","0900","","F","Delivery Frequency Code"
"C","278-B1","7","0900","HSD","08","","","","","2","0900","3401","D","Required when needed to indicate the time delivery pattern for the services. If not required by this implementation guide, do not send."
"C","278-B1","7","0900","HSD","08","","","","","2","0900","","F","Delivery Pattern Time Code"
"B","278-B1","7","1550","","","","","","","2","1550","3322","E","PWK*OB*BM***AC*DMN0012~"
"B","278-B1","7","1550","","","","","","","2","1550","3333","A","Additional Service Information"
"B","278-B1","7","1550","","","","","","","2","1550","3606","","Required when the information source has additional documentation (electronic, paper, or other medium) associated with this health care services review that applies to the service(s) in this Service loop, and the 278 Notification, or Information Copy (ST-SE) does not support this information in its segments and data elements. If not required by this implementation guide, do not send."
"B","278-B1","7","1550","","","","","","","2","1550","3607","","Additional information requested at the Service level should apply to a specific service and/or all the services requested in this service loop."
"B","278-B1","7","1550","","","","","","","2","1550","3323","","This PWK segment is required to identify attachments that are sent electronically (PWK02 = EL) but are transmitted in another X12 functional group rather than by paper or other medium. PWK06 is used to identify the attached electronic documentation. The number in PWK06 would be referenced in the electronic attachment."
"B","278-B1","7","1550","","","","","","","2","1550","3311","","The information source can also use this PWK segment to identify paperwork that is held at the provider's office and is available upon request by the information receiver. Use code AA in PWK02 to convey this specific use of the PWK segment. See code note under PWK02, code AA."
"C","278-B1","7","1550","PWK","01","","","","","2","1550","","F","Attachment Report Type Code"
"E","278-B1","7","1550","PWK","01","","","755","07","2","1550","3324","","Expected outcomes of rehabilitative services."
"E","278-B1","7","1550","PWK","01","","","755","55","2","1550","3325","","Use for medical or dental equipment rental."
"E","278-B1","7","1550","PWK","01","","","755","AM","2","1550","3326","","Information to support necessity of ambulance trip."
"E","278-B1","7","1550","PWK","01","","","755","AS","2","1550","3327","","A brief patient summary; it lists the patient's chief complaints and the reasons for admitting the patient to the hospital."
"E","278-B1","7","1550","PWK","01","","","755","AT","2","1550","3328","","Use for purchase of medical or dental equipment."
"E","278-B1","7","1550","PWK","01","","","755","CB","2","1550","3329","","Lists the reasons chiropractic is just and appropriate treatment."
"C","278-B1","7","1550","PWK","02","","","","","2","1550","","F","Report Transmission Code"
"E","278-B1","7","1550","PWK","02","","","756","AA","2","1550","3312","","This means that the paperwork is not being sent with the notification at this time. Instead, it is available to the Information Receiver upon request."
"E","278-B1","7","1550","PWK","02","","","756","EL","2","1550","3331","","Use to indicate that the attachment is being transmitted in a separate X12 functional group."
"E","278-B1","7","1550","PWK","02","","","756","VO","2","1550","3332","","Use this for voicemail or phone communication."
"C","278-B1","7","1550","PWK","05","","","","","2","1550","3650","D","Required when PWK06 is used. If not required by this implementation guide, do not send."
"C","278-B1","7","1550","PWK","05","","","","","2","1550","","F","Identification Code Qualifier"
"C","278-B1","7","1550","PWK","06","","","","","2","1550","3418","D","Required when PWK02 equals BM, EL, EM or FX. If not required by this implementation guide, may be provided at the sender's discretion but cannot be required by the receiver."
"C","278-B1","7","1550","PWK","06","","","","","2","1550","3651","","The Information Source can use when PWK02 equals ""AA"" if the Inforamtion Source wants to send a document control number for an attachment remaining at the Provider's office."
"C","278-B1","7","1550","PWK","06","","","","","2","1550","","F","Attachment Control Number"
"C","278-B1","7","1550","PWK","07","","","","","2","1550","3492","D","Required when needed to add any additional information about the attachment described in this segment. If not required by this implementation guide, do not send."
"C","278-B1","7","1550","PWK","07","","","","","2","1550","","F","Attachment Description"
"B","278-B1","7","1600","","","","","","","2","1600","3278","E","MSG*This is a free-form text message~"
"B","278-B1","7","1600","","","","","","","2","1600","3683","","Free form text or description fields are not recommended because they require human interpretation."
"B","278-B1","7","1600","","","","","","","2","1600","3685","","Required when needed to transmit a message to the Information Receiver about the service. If not required by this implementation guide, do not send."
"B","278-B1","7","1600","","","","","","","2","1600","3686","","Do not use the MSG segment to relay information that you can send using codified information in existing data elements. If you need to use the MSG segment, you should approach X12N with data maintenance to solve the business need without the use of the MSG segment."
"B","278-B1","7","1600","","","","","","","2","1600","","A","Message Text"
"C","278-B1","7","1600","MSG","01","","","","","2","1600","","F","Free Form Message Text"
"B","278-B1","7","1700","","","","","","","2","1700","3111","E","NM1*SJ*1*WATSON*SUSAN****34*987654321~"
"B","278-B1","7","1700","","","","","","","2","1700","3147","A","Service Provider Name"
"B","278-B1","7","1700","","","","","","","2","1700","3608","","Use this segment to convey the name and identification number of the service provider (person, group, or facility) specialist, or specialty entity to provide services to the patient."
"B","278-B1","7","1700","","","","","","","2","1700","3652","","If Loop 2010EA is not valued, Loop 2010F must be valued for each service associated with this patient event."
"B","278-B1","7","1700","","","","","","","2","1700","3653","","Required when identifying a service provider, specialist, or specialty entity for this service and is different from the provider, specialist, or specialty entity identified in Loop 2010EA (Patient Event Provider Name). If not required by this implementation guide, may be provided at the sender's discretion but cannot be required by the receiver."
"C","278-B1","7","1700","NM1","01","","","","","2","1700","","F","Entity Identifier Code"
"C","278-B1","7","1700","NM1","02","","","","","2","1700","","F","Entity Type Qualifier"
"C","278-B1","7","1700","NM1","03","","","","","2","1700","3609","D","Required when identifying a specialty person, facility, group practice, or clinic and NM108/NM109 are not present. If not required by this implementation guide, may be provided at the sender's discretion but cannot be required by the receiver."
"C","278-B1","7","1700","NM1","03","","","","","2","1700","3654","","Not Used if identifying a specialty entity."
"C","278-B1","7","1700","NM1","03","","","","","2","1700","","F","Service Provider Last or Organization Name"
"C","278-B1","7","1700","NM1","04","","","","","2","1700","3610","D","Required when the service provider is a specific person (NM102 = 1) and NM103 is present. If not required by this implementation guide, do not send."
"C","278-B1","7","1700","NM1","04","","","","","2","1700","","F","Service Provider First Name"
"C","278-B1","7","1700","NM1","05","","","","","2","1700","3195","D","Required when NM104 is present and the middle name/initial of the person is known. If not required by this implementation guide, do not send."
"C","278-B1","7","1700","NM1","05","","","","","2","1700","","F","Service Provider Middle Name"
"C","278-B1","7","1700","NM1","06","","","","","2","1700","3687","D","Required when military title or rank further identifies the provider. If not required by this implementation, may be provided at the sender's discretion, but cannot be required by the receiver."
"C","278-B1","7","1700","NM1","06","","","","","2","1700","","F","Service Provider Name Prefix"
"C","278-B1","7","1700","NM1","07","","","","","2","1700","3611","D","Required when the suffix is needed to further identify the Service Provider: e.g. Sr., Jr., or III. If not required by this implementation guide, do not send."
"C","278-B1","7","1700","NM1","07","","","","","2","1700","","F","Service Provider Name Suffix"
"C","278-B1","7","1700","NM1","08","","","","","2","1700","3655","D","Required when requesting the services of a specific person, facility, group practice, or clinic and the provider ID is known by the requester. If not required by this implementation guide, do not send."
"C","278-B1","7","1700","NM1","08","","","","","2","1700","","F","Identification Code Qualifier"
"E","278-B1","7","1700","NM1","08","","","66","XX","2","1700","3770","","Required for providers on or after the mandated HIPAA National Provider Identifier (NPI) implementation date when the provider has an NPI and it is available to the submitter.
OR
Required for providers before the mandated HIPAA NPI implementation date when the provider has an NPI and the submitter has the capability to send it.<R><R> ;If not required by this implementation guide, do not send."
"C","278-B1","7","1700","NM1","09","","","","","2","1700","3612","D","Required when requesting the services of a specific person, facility, group practice, or clinic and the provider ID is known by the requester. If not required by this implementation guide, do not send."
"C","278-B1","7","1700","NM1","09","","","","","2","1700","","F","Service Provider Identifier"
"B","278-B1","7","1800","","","","","","","2","1800","3101","E","REF*1G*123456~"
"B","278-B1","7","1800","","","","","","","2","1800","3148","A","Service Provider Supplemental Identification"
"B","278-B1","7","1800","","","","","","","2","1800","3688","","Use the NM1 segment for the primary identifier."
"B","278-B1","7","1800","","","","","","","2","1800","3771","","Required on or after the mandated implementation date for the HIPAA National Provider Identifier (NPI) when the provider is not a specialty entity and the NPI is not reported in NM109 of this loop and another identifier is available to the submitter.<R>OR<R>Required prior to the mandated NPI implementation date when an additional identification number to the NPI provided in NM109 of this loop is necessary for the UMO to identify the patient event provider (2010E) service provider (2010F).<R>OR<R>Required prior to the mandated NPI implementation date when necessary for the UMO to identify the patient event provider (2010E) service provider (2010F).<R>If not required by this implementation guide, do not send."
"C","278-B1","7","1800","REF","01","","","","","2","1800","","F","Reference Identification Qualifier"
"E","278-B1","7","1800","REF","01","","","128","EI","2","1800","3200","","Not used if NM108 = 24."
"E","278-B1","7","1800","REF","01","","","128","SY","2","1800","3231","","The social security number may not be used for any Federally administered programs such as Medicare or CHAMPUS. Not used if NM108 = 34."
"E","278-B1","7","1800","REF","01","","","128","ZH","2","1800","3230","","Use for the provider ID as assigned by the UMO identified in Loop 2000A."
"C","278-B1","7","1800","REF","02","","","","","2","1800","","F","Service Provider Supplemental Identifier"
"C","278-B1","7","1800","REF","03","","","","","2","1800","3500","D","Required when REF01 = 0B to report the two character state ID of the state assigning the State License Number. If not required by this implementation guide, do not send."
"C","278-B1","7","1800","REF","03","","","","","2","1800","3656","","See code source 22: State and Outlying Areas of the US."
"C","278-B1","7","1800","REF","03","","","","","2","1800","","F","License Number State Code"
"B","278-B1","7","2000","","","","","","","2","2000","3112","E","N3*77 HOLLY BLVD~"
"B","278-B1","7","2000","","","","","","","2","2000","3149","A","Service Provider Address"
"B","278-B1","7","2000","","","","","","","2","2000","3613","","Required when needed to identify a specific location for a provider that has multiple locations. If not required by this implementation guide, do not send."
"C","278-B1","7","2000","N3","01","","","","","2","2000","3232","","Use this element for the first line of the service provider's address."
"C","278-B1","7","2000","N3","01","","","","","2","2000","","F","Service Provider Address Line"
"C","278-B1","7","2000","N3","02","","","","","2","2000","3192","D","Required when a second address line exists. If not required by this implementation guide, do not send."
"C","278-B1","7","2000","N3","02","","","","","2","2000","","F","Service Provider Address Line"
"B","278-B1","7","2100","","","","","","","2","2100","3691","E","N4*KANSAS CITY*MO*64108~"
"B","278-B1","7","2100","","","","","","","2","2100","3782","A","Service Provider City, State, ZIP Code"
"B","278-B1","7","2100","","","","","","","2","2100","3783","","Required when needed to identify a specific location for a provider that has multiple locations. If not required by this implementation guide, do not send."
"C","278-B1","7","2100","N4","01","","","","","2","2100","","F","Service Provider City Name"
"C","278-B1","7","2100","N4","02","","","","","2","2100","3692","D","Required when the address is in the United States of America, including its territories, or Canada. If not required by this implementation guide, do not send."
"C","278-B1","7","2100","N4","02","","","","","2","2100","","F","Service Provider State or Province Code"
